"4428820","2022-08-02 18:01:19.000","37950","KSFO","KGEG","QXE2030","a831b2","41.754798889","-122.798103333","9r2tt9jpkf9t"
"4428821","2022-08-02 18:02:20.000","30000","KSJC","KSLC","DAL1222","a39e6b","40.842498779","-113.507400513","9rr2354kvcee"
"4428822","2022-08-02 18:02:20.000","20050","KSFO","LFPG","UAL984","aa92ff","38.173999786","-122.752700806","9qb9ntq5wv24"
"4428823","2022-08-02 18:02:20.000","7725","KSJC","KPDX","SKW3378","a4b5b6","37.240200043","-122.170700073","9q95ggq5bk7q"
"4428824","2022-08-02 18:02:20.000","31825","KSFO","KJFK","JBU2115","ad2095","37.726898193","-120.180099487","9qdw95zx0ewc"
"4428825","2022-08-02 18:02:07.000","41025","KSFO","LTFM","THY73G","4bb18b","41.559200287","-121.726501465","9r3kqj97yumy"
"4428826","2022-08-02 18:02:03.000","-50","KOAK","KPHL","NKS2168","ad20f1","37.703399658","-122.217102051","9q9n6zsnpp5e"
"4428827","2022-08-02 18:02:17.000","35525","KSFO","KSAN","UAL512","a2bbcc","35.874500275","-121.182800293","9q3u46v2h5dc"
"4428828","2022-08-02 18:02:20.000","18975","KSJC","KBNA","SWA2880","abf32f","37.140899658","-120.743598938","9qd5k3m1qjx0"
"4428829","2022-08-02 18:02:20.000","16850","KSFO","KLAS","UAL2262","a39fb1","38.105701447","-122.22429657","9qc0f8yvz3wg"
"4428830","2022-08-02 18:02:12.000","42250","KSJC","KGGG","N177BB","a13349","35.811100006","-114.665000916","9qq7wxpqzbfk"
"4428831","2022-08-02 18:02:20.000","22825","KSFO","KIAD","UAL424","aa6e81","37.654098511","-120.789802551","9qdn5qex18en"
"4428834","2022-08-02 18:02:20.000","29775","KSFO","KPSP","SKW3458","a1589d","35.303100586","-119.599197388","9q6by6wx2wyv"
"4428835","2022-08-02 18:02:00.000","10475","KSFO","KIAD","UAL277","ab329e","37.583400726","-122.475799561","9q8vuczg5j8w"
"4428836","2022-08-02 18:02:16.000","35525","KSFO","KMSP","EJA695","a93eb8","37.549098969","-118.551300049","9qetw79e67rs"
"4428837","2022-08-02 18:02:18.000","36025","KSFO","KATL","DAL824","a78d73","37.93170166","-118.575698853","9qexv9rb1vww"
"4428838","2022-08-02 18:02:20.000","16800","KSFO","KEWR","UAL310","aa56b4","37.592201233","-121.266799927","9q9vbe2nqy0p"
"4428839","2022-08-02 18:02:20.000","32775","KOAK","KPDX","SWA2012","ac712d","36.645999908","-121.457099915","9q98kpjwkmw0"
"4428840","2022-08-02 18:02:05.000","5150","KSJC","KVNY","EJA116","a043ec","37.569801331","-122.503501892","9q8vsr7evw86"
"4428842","2022-08-02 18:02:20.000","38250","KSFO","KMCO","UAL470","a91535","38.116600037","-114.581100464","9qy8bdut6c5p"
"4428843","2022-08-02 18:02:20.000","1900","KSJC","KPSP","SKW3428","a4cfb7","37.283100128","-121.842498779","9q9k57jjb185"
"4428844","2022-08-02 18:02:19.000","36075","KSFO","KORD","AAL2039","ad9003","37.982601166","-117.967498779","9qu05dd8wn13"
"4428845","2022-08-02 18:01:22.000","34925","KSFO","KMSP","DAL1084","a3e525","39.166599274","-120.35030365","9qfqv659fxm3"
"4428846","2022-08-02 18:02:12.000","33875","KSFO","KBOS","DAL346","a64578","39.764400482","-119.75920105","9r4f4yfh2me2"
"4428847","2022-08-02 18:02:14.000","13000","KSFO","RKSI","UAL892","a31a34","37.81370163","-122.582199097","9q8z4ef2g8zk"
"4428848","2022-08-02 18:02:12.000","38050","KSFO","KSLC","DAL1317","a33d68","39.927700043","-119.230697632","9r55nudgequ0"
"4428849","2022-08-02 18:02:20.000","7950","KSFO","KBUR","SWA1157","aa7aeb","37.294101715","-122.086898804","9q9hjv5jch6n"
"4428850","2022-08-02 18:02:20.000","21675","KSJC","KSAN","SWA1617","abe501","37.644901276","-121.586303711","9q9w1jp93y0z"
"4428851","2022-08-02 18:02:20.000","10850","KSFO","KIAH","UAL1850","a4453e","37.088600159","-122.00630188","9q94zxv8z05t"
"4428852","2022-08-02 18:02:20.000","40300","KSFO","KMSP","SCX393","ab704b","39.090400696","-113.570198059","9qznrshwndf7"
"4428854","2022-08-02 18:02:20.000","1200","KSFO","KLAX","SKW3459","a1801c","37.582500458","-122.289100647","9q9jc1xvcmve"
"4428855","2022-08-02 18:02:17.000","45275","KSJC","KSDL","LXJ374","a4433a","38.867198944","-114.212303162","9qyv1591u7n0"
"4428858","2022-08-02 18:02:14.000","34275","KSFO","RJAA","ANA8","8694fa","37.969200134","-124.458198547","9nz2pbh69gbv"
"4428860","2022-08-02 18:02:19.000","40025","KSJC","KBUR","SWA472","aa9afc","40.377101898","-122.03780365","9r1jwyqv9j64"
"4428861","2022-08-02 18:02:19.000","42275","KOAK","KSAN","SWA2939","a59b9c","35.633201599","-119.560897827","9q6fxqf6mnhz"
"4428862","2022-08-02 18:03:59.000","38950","KSFO","KSEA","ASA980","abaceb","39.23400116","-122.980697632","9qbx1w24w5cm"
"4428863","2022-08-02 18:03:58.000","32200","KSJC","KSLC","DAL1222","a39e6b","40.841701508","-113.764602661","9rr075p0hsgz"
"4428864","2022-08-02 18:03:59.000","16875","KSFO","LFPG","UAL984","aa92ff","38.012298584","-122.705802917","9qb8pzbmew1c"
"4428865","2022-08-02 18:03:59.000","6350","KSJC","KPDX","SKW3378","a4b5b6","37.178600311","-122.069503784","9q95w0ptn3kv"
"4428866","2022-08-02 18:03:58.000","29000","KSFO","KJFK","JBU2115","ad2095","37.697200775","-120.426498413","9qdq7ws455w3"
"4428867","2022-08-02 18:03:58.000","41025","KSFO","LTFM","THY73G","4bb18b","41.334899902","-121.806396484","9r37hhz31pzf"
"4428868","2022-08-02 18:03:43.000","-100","KOAK","KPHL","NKS2168","ad20f1","37.703800201","-122.217796326","9q9n6zg8wcvb"
"4428869","2022-08-02 18:03:55.000","34975","KSFO","KSAN","UAL512","a2bbcc","35.904899597","-121.211196899","9q3u3b29nqku"
"4428870","2022-08-02 18:03:58.000","15975","KSJC","KBNA","SWA2880","abf32f","37.118400574","-120.947097778","9q9gpv1n277k"
"4428871","2022-08-02 18:03:58.000","21225","KSFO","KLAS","UAL2262","a39fb1","38.286499023","-122.229698181","9qc1f9g518en"
"4428872","2022-08-02 18:03:57.000","42225","KSJC","KGGG","N177BB","a13349","35.792900085","-114.690002441","9qq7w5vkc0pv"
"4428873","2022-08-02 18:03:59.000","19550","KSFO","KIAD","UAL424","aa6e81","37.628398895","-120.998298645","9q9ynd59r3cn"
"4428875","2022-08-02 18:03:57.000","40225","KSFO","MMMX","AMX668","0d0760","35.005599976","-119.147598267","9q5r0sx67sz3"
"4428877","2022-08-02 18:03:59.000","29775","KSFO","KPSP","SKW3458","a1589d","35.39220047","-119.772903442","9q6c6dbn9065"
"4428878","2022-08-02 18:03:57.000","11075","KSFO","KIAD","UAL277","ab329e","37.557098389","-122.438400269","9q8vtv51fqxd"
"4428879","2022-08-02 18:03:58.000","32025","KSFO","KMSP","EJA695","a93eb8","37.617801666","-118.910400391","9qeqn0h5df7p"
"4428880","2022-08-02 18:03:56.000","36025","KSFO","KATL","DAL824","a78d73","37.889198303","-118.820899963","9qex81t2867r"
"4428881","2022-08-02 18:03:58.000","13625","KSFO","KEWR","UAL310","aa56b4","37.569698334","-121.462997437","9q9tsp37752s"
"4428882","2022-08-02 18:03:44.000","37075","KSJC","KSLC","SKW3910","a33afa","40.71490097","-114.092102051","9rnzegbtmrds"
"4428883","2022-08-02 18:03:59.000","32775","KOAK","KPDX","SWA2012","ac712d","36.499599457","-121.292396545","9q3xxut9d63z"
"4428884","2022-08-02 18:03:51.000","5150","KSJC","KVNY","EJA116","a043ec","37.567901611","-122.501098633","9q8vsrj2vs2q"
"4428886","2022-08-02 18:03:52.000","38250","KSFO","KMCO","UAL470","a91535","38.111099243","-114.816802979","9qy2g3bvnxf6"
"4428887","2022-08-02 18:03:59.000","625","KSJC","KPSP","SKW3428","a4cfb7","37.331501007","-121.895797729","9q9k65ypy01m"
"4428888","2022-08-02 18:03:55.000","36075","KSFO","KORD","AAL2039","ad9003","37.95690155","-118.208396912","9qezyjg6bxqc"
"4428889","2022-08-02 18:01:22.000","34925","KSFO","KMSP","DAL1084","a3e525","39.166599274","-120.35030365","9qfqv659fxm3"
"4428890","2022-08-02 18:03:59.000","33925","KSFO","KBOS","DAL346","a64578","39.6875","-120.004096985","9r49v0zsmy5x"
"4428891","2022-08-02 18:03:51.000","12625","KSFO","RKSI","UAL892","a31a34","37.79940033","-122.567199707","9q8z4cjm3nzv"
"4428892","2022-08-02 18:03:50.000","38050","KSFO","KSLC","DAL1317","a33d68","39.856201172","-119.463096619","9r549x9ehn6u"
"4428893","2022-08-02 18:03:58.000","5475","KSFO","KBUR","SWA1157","aa7aeb","37.41519928","-122.132598877","9q9hug1z24tt"
"4428894","2022-08-02 18:03:59.000","23975","KSJC","KSAN","SWA1617","abe501","37.783699036","-121.393501282","9q9wvw7fn2hb"
"4428895","2022-08-02 18:03:59.000","9350","KSFO","KIAH","UAL1850","a4453e","37.219600677","-122.057701111","9q95wx87ckmw"
"4428896","2022-08-02 18:03:59.000","40300","KSFO","KMSP","SCX393","ab704b","39.022899628","-113.897796631","9qzjbpyhugxr"
"4428898","2022-08-02 18:03:58.000","200","KSFO","KLAX","SKW3459","a1801c","37.611499786","-122.358001709","9q8vzwvwggtp"
"4428899","2022-08-02 18:03:59.000","45275","KSJC","KSDL","LXJ374","a4433a","39.194801331","-114.466796875","9qywgppy629c"
"4428902","2022-08-02 18:03:48.000","38850","KSFO","RJAA","ANA8","8694fa","38.394100189","-125.450302124","9nyf3m3vu54b"
"4428904","2022-08-02 18:03:57.000","40025","KSJC","KBUR","SWA472","aa9afc","40.592998505","-122.035400391","9r1nzj8x356h"
"4428905","2022-08-02 18:03:57.000","42275","KOAK","KSAN","SWA2939","a59b9c","35.796699524","-119.728897095","9q6ges84fkrw"
"4428906","2022-08-02 18:05:32.000","38950","KSFO","KSEA","ASA980","abaceb","39.045101166","-122.947998047","9qbw47bn0n2h"
"4428907","2022-08-02 18:04:32.000","33050","KSJC","KSLC","DAL1222","a39e6b","40.841400146","-113.853500366","9rr034yqmhuc"
"4428908","2022-08-02 18:05:32.000","14025","KSFO","LFPG","UAL984","aa92ff","37.87279892","-122.644897461","9q8z3ns9nc2j"
"4428909","2022-08-02 18:05:32.000","6350","KSJC","KPDX","SKW3378","a4b5b6","37.13299942","-121.960197449","9q970xz73kv9"
"4428910","2022-08-02 18:05:32.000","25100","KSFO","KJFK","JBU2115","ad2095","37.67029953","-120.652999878","9qdnq3xjmkf9"
"4428911","2022-08-02 18:05:30.000","41000","KSFO","LTFM","THY73G","4bb18b","41.148700714","-121.87210083","9r364dzkw1z0"
"4428912","2022-08-02 18:04:14.000","-75","KOAK","KPHL","NKS2168","ad20f1","37.703998566","-122.217903137","9q9n6zg9sqy0"
"4428913","2022-08-02 18:05:25.000","34575","KSFO","KSAN","UAL512","a2bbcc","35.924499512","-121.229301453","9q3u37ge2s14"
"4428914","2022-08-02 18:05:33.000","12725","KSJC","KBNA","SWA2880","abf32f","37.100200653","-121.135398865","9q9g53zukdev"
"4428915","2022-08-02 18:05:32.000","24275","KSFO","KLAS","UAL2262","a39fb1","38.466400146","-122.249397278","9qc4f4sen8dq"
"4428916","2022-08-02 18:05:29.000","42250","KSJC","KGGG","N177BB","a13349","35.78099823","-114.706298828","9qq7tc9rmt82"
"4428917","2022-08-02 18:05:32.000","16425","KSFO","KIAD","UAL424","aa6e81","37.602199554","-121.192596436","9q9vfjq0xy43"
"4428919","2022-08-02 18:05:29.000","40225","KSFO","MMMX","AMX668","0d0760","35.059299469","-119.241203308","9q5pqw75nx47"
"4428921","2022-08-02 18:05:31.000","29775","KSFO","KPSP","SKW3458","a1589d","35.475898743","-119.936401367","9q69yf0yp6c5"
"4428922","2022-08-02 18:05:25.000","11650","KSFO","KIAD","UAL277","ab329e","37.537998199","-122.412101746","9q8vw3w4xq11"
"4428923","2022-08-02 18:05:31.000","31800","KSFO","KMSP","EJA695","a93eb8","37.678600311","-119.232696533","9qenqg1mub1t"
"4428924","2022-08-02 18:05:32.000","36000","KSFO","KATL","DAL824","a78d73","37.861598969","-119.063697815","9qer6skryc85"
"4428925","2022-08-02 18:05:33.000","10625","KSFO","KEWR","UAL310","aa56b4","37.546699524","-121.640602112","9q9t850j2s14"
"4428926","2022-08-02 18:05:32.000","32925","KSJC","KSLC","SKW3910","a33afa","40.725601196","-113.773300171","9rppejbgcfq9"
"4428927","2022-08-02 18:05:32.000","32800","KOAK","KPDX","SWA2012","ac712d","36.36000061","-121.138496399","9q3yg7jsk7qh"
"4428928","2022-08-02 18:05:13.000","5150","KSJC","KVNY","EJA116","a043ec","37.566501617","-122.49949646","9q8vsqy8dz7n"
"4428930","2022-08-02 18:05:17.000","38250","KSFO","KMCO","UAL470","a91535","38.105499268","-115.033500671","9qy0y2ght5uv"
"4428931","2022-08-02 18:05:32.000","36050","KSFO","KORD","AAL2039","ad9003","37.930698395","-118.45010376","9qezb9562d9j"
"4428932","2022-08-02 18:01:22.000","34925","KSFO","KMSP","DAL1084","a3e525","39.166599274","-120.35030365","9qfqv659fxm3"
"4428933","2022-08-02 18:05:32.000","33900","KSFO","KBOS","DAL346","a64578","39.619300842","-120.219802856","9r492k6x5scz"
"4428934","2022-08-02 18:05:29.000","12450","KSFO","RKSI","UAL892","a31a34","37.787799835","-122.554801941","9q8ygpn3fhkq"
"4428935","2022-08-02 18:05:26.000","38025","KSFO","KSLC","DAL1317","a33d68","39.786399841","-119.68800354","9r4fk6vue6kp"
"4428936","2022-08-02 18:05:32.000","3150","KSFO","KBUR","SWA1157","aa7aeb","37.515201569","-122.180801392","9q9j7tqtuurq"
"4428937","2022-08-02 18:05:32.000","26500","KSJC","KSAN","SWA1617","abe501","37.922199249","-121.199897766","9q9zdp8bvdq1"
"4428938","2022-08-02 18:05:32.000","7250","KSFO","KIAH","UAL1850","a4453e","37.336299896","-122.103500366","9q9hmkygwnz0"
"4428939","2022-08-02 18:05:33.000","40300","KSFO","KMSP","SCX393","ab704b","38.958698273","-114.205001831","9qyv9hnqyedr"
"4428941","2022-08-02 18:05:32.000","2525","KSFO","KLAX","SKW3459","a1801c","37.551498413","-122.215400696","9q9jduj3qf8j"
"4428942","2022-08-02 18:05:32.000","45300","KSJC","KSDL","LXJ374","a4433a","38.986301422","-114.304702759","9qytycjzemk4"
"4428944","2022-08-02 18:04:47.000","34125","KSFO","RJAA","ANA8","8694fa","37.967098236","-124.45349884","9nxrzzxwrk14"
"4428946","2022-08-02 18:05:31.000","40000","KSJC","KBUR","SWA472","aa9afc","40.800701141","-122.032997131","9r30p5d331fn"
"4428947","2022-08-02 18:05:32.000","42225","KOAK","KSAN","SWA2939","a59b9c","35.951900482","-119.895599365","9q6sx8yen012"
"4428948","2022-08-02 18:07:09.000","36750","KSFO","KSEA","ASA980","abaceb","38.856300354","-122.915603638","9qbt4cxd6g7h"
"4428949","2022-08-02 18:04:32.000","33050","KSJC","KSLC","DAL1222","a39e6b","40.841400146","-113.853500366","9rr034yqmhuc"
"4428950","2022-08-02 18:07:09.000","11750","KSFO","LFPG","UAL984","aa92ff","37.759700775","-122.525001526","9q8ygcun0w3h"
"4428951","2022-08-02 18:07:09.000","6075","KSJC","KPDX","SKW3378","a4b5b6","37.091201782","-121.856399536","9q97504zuj4u"
"4428952","2022-08-02 18:07:09.000","22025","KSFO","KJFK","JBU2115","ad2095","37.644798279","-120.865898132","9qdn1th0u7n0"
"4428953","2022-08-02 18:07:08.000","41025","KSFO","LTFM","THY73G","4bb18b","40.95249939","-121.941200256","9r32cpjjs54y"
"4428954","2022-08-02 18:04:14.000","-25","KOAK","KPHL","NKS2168","ad20f1","37.703998566","-122.217903137","9q9n6zg9sqy0"
"4428955","2022-08-02 18:07:07.000","34200","KSFO","KSAN","UAL512","a2bbcc","35.945800781","-121.249198914","9q3u2ztp2yum"
"4428956","2022-08-02 18:07:09.000","10575","KSJC","KBNA","SWA2880","abf32f","37.120098114","-121.318496704","9q9epmd84pu6"
"4428957","2022-08-02 18:07:09.000","24300","KSFO","KLAS","UAL2262","a39fb1","38.658000946","-122.279403687","9qc5cmqz5msn"
"4428958","2022-08-02 18:07:07.000","42250","KSJC","KGGG","N177BB","a13349","35.768398285","-114.723602295","9qq7mrky429y"
"4428959","2022-08-02 18:07:09.000","13375","KSFO","KIAD","UAL424","aa6e81","37.578300476","-121.389099121","9q9tv8zjkyzm"
"4428961","2022-08-02 18:07:07.000","40225","KSFO","MMMX","AMX668","0d0760","35.104400635","-119.319900513","9q5psy9cuy9d"
"4428963","2022-08-02 18:07:09.000","29750","KSFO","KPSP","SKW3458","a1589d","35.56470108","-120.111000061","9q6d6f3g6ug1"
"4428964","2022-08-02 18:07:07.000","12000","KSFO","KIAD","UAL277","ab329e","37.524700165","-122.394096375","9q8vqz5m4z55"
"4428965","2022-08-02 18:07:08.000","31725","KSFO","KMSP","EJA695","a93eb8","37.742198944","-119.57610321","9qdywyz24zg4"
"4428966","2022-08-02 18:07:09.000","36000","KSFO","KATL","DAL824","a78d73","37.832901001","-119.310600281","9qepjp28tebm"
"4428967","2022-08-02 18:06:10.000","9375","KSFO","CYVR","ACA564","c03001","37.512001038","-122.309700012","9q9j2ubg1rvd"
"4428968","2022-08-02 18:07:09.000","8350","KSFO","KEWR","UAL310","aa56b4","37.509998322","-121.795402527","9q9mkkrr96mx"
"4428969","2022-08-02 18:07:09.000","27250","KSJC","KSLC","SKW3910","a33afa","40.725799561","-113.489402771","9rpr9mzscprc"
"4428970","2022-08-02 18:07:09.000","32800","KOAK","KPDX","SWA2012","ac712d","36.210601807","-120.985298157","9q3vyzvnn1rj"
"4428971","2022-08-02 18:06:59.000","5150","KSJC","KVNY","EJA116","a043ec","37.565700531","-122.498397827","9q8vsqxkh6nh"
"4428972","2022-08-02 18:07:08.000","40225","KSFO","KDEN","UAL245","a1ea32","37.982700348","-118.435897827","9qgb0ft9789c"
"4428973","2022-08-02 18:07:08.000","38225","KSFO","KMCO","UAL470","a91535","38.097900391","-115.320503235","9qvbxzd0me2k"
"4428974","2022-08-02 18:07:08.000","36050","KSFO","KORD","AAL2039","ad9003","37.903701782","-118.693000793","9qexeh4mhd5u"
"4428975","2022-08-02 18:07:09.000","33900","KSFO","KBOS","DAL346","a64578","39.547401428","-120.444900513","9r42gpqsq3uy"
"4428976","2022-08-02 18:07:01.000","12325","KSFO","RKSI","UAL892","a31a34","37.777900696","-122.544403076","9q8ygmmbhrn5"
"4428977","2022-08-02 18:07:08.000","38025","KSFO","KSLC","DAL1317","a33d68","39.712100983","-119.925498962","9r49zj2gv24t"
"4428978","2022-08-02 18:07:09.000","1500","KSFO","KBUR","SWA1157","aa7aeb","37.57339859","-122.267303467","9q9jc8p8vm4s"
"4428979","2022-08-02 18:07:09.000","28700","KSJC","KSAN","SWA1617","abe501","38.013599396","-120.956497192","9qcbr84jm2d9"
"4428980","2022-08-02 18:07:09.000","5050","KSFO","KIAH","UAL1850","a4453e","37.445701599","-122.143302917","9q9jh8ccnb8n"
"4428981","2022-08-02 18:07:09.000","40300","KSFO","KMSP","SCX393","ab704b","38.886600494","-114.545196533","9qyt1rndz7wz"
"4428982","2022-08-02 18:07:09.000","9425","KSFO","KFAT","SKW5876","acbfcf","36.97869873","-120.041900635","9qddk7u0scp6"
"4428984","2022-08-02 18:07:06.000","425","KSFO","KLAX","SKW3459","a1801c","37.601699829","-122.33480072","9q9jbjntb8ch"
"4428985","2022-08-02 18:07:08.000","45300","KSJC","KSDL","LXJ374","a4433a","38.758899689","-114.128601074","9qyu6zy4fye4"
"4428987","2022-08-02 18:06:49.000","33850","KSFO","RJAA","ANA8","8694fa","37.959201813","-124.435302734","9nxxbqkbrk14"
"4428989","2022-08-02 18:07:07.000","40000","KSJC","KBUR","SWA472","aa9afc","41.015800476","-122.030899048","9r31r4ey3gqs"
"4428990","2022-08-02 18:07:09.000","40625","KOAK","KSAN","SWA2939","a59b9c","36.103099823","-120.074501038","9q6t7sk7v3de"
"4428991","2022-08-02 18:08:43.000","32075","KSFO","KSEA","ASA980","abaceb","38.67829895","-122.885101318","9qbs59jv3te0"
"4428992","2022-08-02 18:04:32.000","33050","KSJC","KSLC","DAL1222","a39e6b","40.841400146","-113.853500366","9rr034yqmhuc"
"4428993","2022-08-02 18:08:43.000","9975","KSFO","LFPG","UAL984","aa92ff","37.661899567","-122.421203613","9q8yq0ps7nym"
"4428994","2022-08-02 18:08:43.000","5300","KSJC","KPDX","SKW3378","a4b5b6","37.089500427","-121.769302368","9q96vpfq1850"
"4428995","2022-08-02 18:08:42.000","18950","KSFO","KJFK","JBU2115","ad2095","37.618999481","-121.067298889","9q9yj036x3yb"
"4428996","2022-08-02 18:08:41.000","41025","KSFO","LTFM","THY73G","4bb18b","40.765300751","-122.006599426","9r1pztje04ve"
"4428997","2022-08-02 18:07:59.000","-75","KOAK","KPHL","NKS2168","ad20f1","37.704898834","-122.219398499","9q9n6zfwcwe4"
"4428998","2022-08-02 18:08:42.000","33775","KSFO","KSAN","UAL512","a2bbcc","35.966999054","-121.268997192","9q3u87wdgw9f"
"4428999","2022-08-02 18:08:43.000","8825","KSJC","KBNA","SWA2880","abf32f","37.137401581","-121.469902039","9q9e7bsm41km"
"4429000","2022-08-02 18:08:43.000","24300","KSFO","KLAS","UAL2262","a39fb1","38.841999054","-122.308097839","9qchbycznc2j"
"4429001","2022-08-02 18:08:42.000","42250","KSJC","KGGG","N177BB","a13349","35.751598358","-114.74659729","9qq7kukh4kzx"
"4429002","2022-08-02 18:08:43.000","10850","KSFO","KIAD","UAL424","aa6e81","37.557201385","-121.570297241","9q9t9t54wcb0"
"4429004","2022-08-02 18:08:39.000","40225","KSFO","MMMX","AMX668","0d0760","35.172698975","-119.439399719","9q7044fzu629"
"4429006","2022-08-02 18:08:43.000","29750","KSFO","KPSP","SKW3458","a1589d","35.64799881","-120.275596619","9q66z19bxkwg"
"4429007","2022-08-02 18:07:10.000","40950","KOAK","KPDX","SWA1105","aaaa64","41.635501862","-122.859901428","9r2su780ku1d"
"4429008","2022-08-02 18:08:40.000","13050","KSFO","KIAD","UAL277","ab329e","37.500198364","-122.360198975","9q8vrdsn2xwu"
"4429009","2022-08-02 18:08:38.000","27950","KSFO","KMSP","EJA695","a93eb8","37.868900299","-120.278800964","9qdrqvzdkf9t"
"4429010","2022-08-02 18:08:43.000","36000","KSFO","KATL","DAL824","a78d73","37.805000305","-119.546203613","9qdzpdjn5dcg"
"4429011","2022-08-02 18:08:26.000","9275","KSFO","CYVR","ACA564","c03001","37.509399414","-122.308197021","9q9j2u3uh6y5"
"4429012","2022-08-02 18:08:43.000","6750","KSFO","KEWR","UAL310","aa56b4","37.492599487","-121.93119812","9q9m33k6jphg"
